the_geom,the_geom_webmercator,objectid,serialnum,description,recycler,lat,lng,
0101000020E6100000940A70CBC1CA52C013A3801683F64340,0101000020110F00008E1EBC0C8EEB5FC11AE0F72262855241,576,173208,Ne Juniper/Passyunk,yes,39.92587549,-75.16807829,19148
0101000020E6100000C51031DAE9CD52C0CC165E7805FA4340,0101000020110F00000456F09DEAF05FC101D8154745895241,577,173209,Se 48th/Spruce,yes,39.95329194,-75.21739821,19139
0101000020E61000006563CF4B51CE52C0562BA3C360034440,0101000020110F00000FEFA1539AF15FC1C6DB2381A4935241,578,173210,Sw Levering/Cresson,yes,40.02639051,-75.22371192,19127
0101000020E61000001FC3A7F3CBCA52C0876BD1127DF64340,0101000020110F00006358774D9FEB5FC1116ACC795B855241,579,173211,United Savings Bank/ Passyunk south side,yes,39.92569194,-75.16869823,19148
0101000020E610000064768B0C3FCE52C0A2194E3636034440,0101000020110F000096B004557BF15FC11C77554F75935241,580,173212,4324 Main Street,yes,40.02509192,-75.22259821,19127
0101000020E6100000B9AFABA9D5CA52C0E45B0AB675F64340,0101000020110F0000E9A036CCAFEB5FC1DD80735253855241,581,173213,Se Broad/ Passyunk,yes,39.92546726,-75.16929094,19148
0101000020E61000004460B3EC6CCA52C001CD8B8710F74340,0101000020110F00000A8EAFE3FDEA5FC1B73414C9FE855241,582,173214,Se Cross/Passyunk,yes,39.93019194,-75.16289823,19147
0101000020E6100000A5DF742487C852C0BE2616D01F034440,0101000020110F000053004CBDC4E75FC1D53499775C935241,583,173215,Nw 5th/ Roosevelt Blvd,no,40.02440835,-75.13324844,19120
0101000020E61000002A9CAA9889CC52C07952E44E3A014440,0101000020110F0000E479564694EE5FC1831AFB0F42915241,584,173216,Ne Calumet/Ridge,no,40.00959192,-75.19589821,19129
0101000020E6100000C4E54AF7B2CB52C0ED2EC4D403064440,0101000020110F0000765817B427ED5FC1F0FF925791965241,585,173217,Se Cliveden/Germantown,no,40.04699192,-75.18279822,19119
0101000020E6100000A26C7772ABCE52C0D50B2C89F3F64340,0101000020110F0000B0840D7533F25FC10EC178ACDE855241,586,173218,Ne 61st/Woodland,no,39.92930712,-75.2292143,19142
0101000020E610000024C0E7C688CE52C03087EEEA6D034440,0101000020110F000089D80491F8F15FC1D936DB17B3935241,587,173219,Ne Green Lane/Main,no,40.02679192,-75.2270982,19127
0101000020E610000019FF466E66C852C0333C440349044440,0101000020110F00001F2BE92C8DE75FC1E57A7E1BA6945241,588,173220,Nw 5th/Somerville,no,40.03347817,-75.13125188,19120
0101000020E6100000CA3B27C8D5CE52C06D55BE39AEF64340,0101000020110F0000994FF45D7BF25FC1A96745E991855241,589,173221,Sw 63rd/Woodland,no,39.92719194,-75.23179821,19142
0101000020E6100000E78576AB7BCE52C06820375D67034440,0101000020110F0000E168764DE2F15FC11CC712D3AB935241,590,173222,4449 Main,no,40.02659192,-75.2262982,19127
0101000020E6100000ECEBA9D82DC852C021D5C214A8FD4340,0101000020110F00004174A30F2DE75FC121470B8A4C8D5241,591,173223,Se Frankford/York,no,39.98169193,-75.12779824,19125
0101000020E610000018F73596EFCB52C0D9AD0235E9064440,0101000020110F0000D61389AC8EED5FC1C7BFE6D58F975241,592,173224,Sw Pleasant/Germantown,no,40.05399192,-75.18649822,19119
0101000020E610000066C6C4745CC852C089106305A6044440,0101000020110F000065F5843B7CE75FC16D5DDE460D955241,593,173225,Sw 5th/Olney,no,40.03631656,-75.13064307,19120
0101000020E6100000772E95EF75C852C0B3791E74AF034440,0101000020110F000033EC2C83A7E75FC15EF902C8FB935241,594,173226,Nw 5th/Lindley,no,40.02879192,-75.13219823,19120
0101000020E61000003AF9E96E02CF52C0FB5F2F4F79F64340,0101000020110F0000736C4036C7F25FC121B6984E57855241,595,173227,4910 Botanic Ave,no,39.92557707,-75.23452351,19142
0101000020E61000007AC03CF587CC52C0BB3AE44E3A014440,0101000020110F0000552CE57D91EE5FC13100FB0F42915241,596,173228,4260 Ridge,no,40.00959192,-75.19579822,19129
0101000020E61000009C2462F5F6C952C0B97EFAB09CF84340,0101000020110F00000F3C1B8335EA5FC1869E0398B5875241,597,173229,SW 8th & South,no,39.94228184,-75.15569815,19147
0101000020E610000055588F865FC852C04EDDCFC96C044440,0101000020110F000096D3437281E75FC188DA7ACACD945241,598,173230,Se 5th/Tabor,no,40.03456996,-75.13083042,19120
0101000020E610000003842CE8A7CA52C0E551911E10004440,0101000020110F00001A12A91362EB5FC12F98F570F78F5241,599,173231,Nw 22nd/Indiana,no,40.00049193,-75.16649823,19132
0101000020E6100000E816BC207EC852C035D46FDF49034440,0101000020110F0000352F666DB5E75FC112948E1D8B935241,600,173233,Se 5th/Rockland,no,40.02569192,-75.13269823,19120
0101000020E61000008AABAC255ECE52C02006A1265DF74340,0101000020110F0000D95ACC27B0F15FC1CF5629A653865241,601,173234,Ne 58th/Woodland,no,39.93253024,-75.22449629,19143
0101000020E610000079A3198231C952C07016356D99F94340,0101000020110F0000F996751FE6E85FC15C3E8A93CD885241,602,173235,Ne 2nd/ Market,yes,39.94999471,-75.14364674,19106
0101000020E610000006526A9E9BCC52C0CCE799D8EAFA4340,0101000020110F0000992841E3B2EE5FC12B760C6C438A5241,603,173236,Sw 38th/Lancaster,yes,39.96029193,-75.19699822,19104
0101000020E6100000920B1FD693CB52C022A3EC968A054440,0101000020110F000081DDA6D3F2EC5FC15047ADD50A965241,604,173237,Nw Washington Ln/Germantown,yes,40.04329192,-75.18089822,19144
0101000020E6100000DADDAA6BD7CA52C0AF7AA17952F64340,0101000020110F0000480794C8B2EB5FC1ACF8A64C2C855241,605,173238,Ne Broad/Snyder on Snyder,yes,39.92439194,-75.16939823,19145
0101000020E610000052CD9A965FCE52C098D617FC58F74340,0101000020110F00002E9D769AB2F15FC15C04E1084F865241,606,173239,"58th & Woodland, SE - Not at location",yes,39.9324031,-75.22458425,19143
0101000020E6100000062918639FCA52C00565953869004440,0101000020110F00004A9DE09A53EB5FC103C9B73A5A905241,607,173241,Sw 22nd/Allegheny,no,40.00321109,-75.16597822,19132
0101000020E610000031E9FC274CCE52C09E0BE20A40034440,0101000020110F00005180939891F15FC125DE733680935241,608,173242,Nw Grape/Main,yes,40.02539192,-75.22339821,19127
0101000020E6100000BE2B3B3223CE52C0EE696BFF1B034440,0101000020110F0000178D76054CF15FC1F8F1653C58935241,609,173243,Se Rector/Main,yes,40.02429192,-75.22089821,19127
0101000020E6100000440CAFC53BCE52C0FD1877DF49034440,0101000020110F0000DAE520C475F15FC1DDA3961D8B935241,610,173244,Sw Cresson/Cotton,yes,40.02569192,-75.22239821,19127
0101000020E61000007267E9BDFECE52C07008413E73F64340,0101000020110F000007FE11F1C0F25FC14792C39650855241,611,173245,Sw 65th/Woodland,yes,39.92539194,-75.23429821,19142
0101000020E6100000F59F15F890CE52C0AC178F8710F74340,0101000020110F0000C8F0497B06F25FC102DA17C9FE855241,612,173246,Sw 60th/Woodland,yes,39.93019194,-75.22759821,19142
0101000020E6100000130FEECF12CE52C07ECBAB81FE024440,0101000020110F00003239053130F15FC19A87328737935241,613,173247,Nw Lock/Main,yes,40.02339192,-75.21989821,19127
0101000020E61000008C15E567F0CD52C07A8AA591E7024440,0101000020110F0000B4BFAFBFF5F05FC1A260C9161E935241,614,173248,Se Shurs/Cresson,yes,40.02269192,-75.21779821,19127
0101000020E6100000EDB19B139ECA52C0AE83079CBEF64340,0101000020110F00003335056151EB5FC141B1780EA4855241,615,173249,Ne Moore/Passyunk,yes,39.92769194,-75.16589823,19148
0101000020E61000000911EB062DCA52C085F5381C76F74340,0101000020110F000033A0585A91EA5FC1E6D83E4B6F865241,616,173250,Ne 9th/Passyunk,yes,39.93329194,-75.15899823,19147
0101000020E61000001251B82D5ECE52C0E7AA52264D034440,0101000020110F000035DF7635B0F15FC18165F7BF8E935241,617,173251,Ne Levering/Main,yes,40.02579192,-75.22449821,19127
0101000020E61000001BAC8421BFCE52C0D3799FD0CCF64340,0101000020110F00008DA763E454F25FC1F51E0DCAB3855241,618,173252,Se 62nd/Woodland,yes,39.92812546,-75.23041571,19142
0101000020E61000002D9FFEE46DCC52C00DAF275215014440,0101000020110F000001696B3865EE5FC1BA49C40C19915241,619,173253,Ne East River road/ Midvale,yes,40.00846316,-75.19420743,19129
0101000020E6100000CE56025C2CCC52C030FCA3DD93074440,0101000020110F0000678005E7F5ED5FC1D55EF0324D985241,620,173254,7147 Germantown Ave,no,40.05920001,-75.19020748,19119
0101000020E61000001093190FD9CA52C04FEBA07952F64340,0101000020110F000052C60691B5EB5FC1E259A64C2C855241,621,173255,Ne Broad/Snyder,no,39.92439194,-75.16949823,19148
0101000020E6100000CC2C19A4DACA52C029FFB68776F64340,0101000020110F00006302F540B8EB5FC1370BA93A54855241,622,173258,Sw Broad/Passyunk,no,39.92549225,-75.16959479,19145
0101000020E61000004844E0CBBCCB52C0D74419272B064440,0101000020110F000043EFC26638ED5FC1DB5CBBF7BC965241,623,173259,Nw Upsal/Germantown,no,40.04819192,-75.18339822,19119
0101000020E6100000C5396D1659CA52C0836DF30CD9F84340,0101000020110F00007AEFB931DCEA5FC1A0F51E75F8875241,624,173260,Ne 12th/ Lombard,no,39.94412386,-75.16168748,19147
0101000020E610000052C3B3912ACC52C0C0C6E85290074440,0101000020110F000072818ADCF2ED5FC10F1CCA4449985241,625,173261,Sw Durham/Germantown,no,40.05909191,-75.19009821,19119
0101000020E6100000126663F9DDCA52C00FF4E8EB4BF64340,0101000020110F00009C1B5BEABDEB5FC1B182A60A25855241,626,173262,Sw Broad/Snyder,no,39.92419194,-75.16979823,19145
0101000020E6100000623C10FB99C852C035451D9256FC4340,0101000020110F0000EDDEFABCE4E75FC1F9B2CD79D68B5241,627,173263,Sw Frankford/Master,no,39.97139193,-75.13439824,19125
0101000020E6100000FB3E46A6FACA52C063492CBB54F54340,0101000020110F0000B7F4969FEEEB5FC16CD6FC4D13845241,628,173264,Sw Broad/Oregon,no,39.91664829,-75.17154843,19145
0101000020E61000001DFDEE23F6CB52C085990A2500074440,0101000020110F0000DAFD50CE99ED5FC138314F49A9975241,629,173265,Sw Carpenter/Germantown,no,40.05469192,-75.18689822,19119
0101000020E610000001FDA0CBBECA52C0975F748A6EF74340,0101000020110F0000D2C988F488EB5FC1EB75F9E866865241,630,173267,Nw Broad/Reed,no,39.93306094,-75.16789523,19146
0101000020E6100000A14F6FDF62CA52C009157222DFF94340,0101000020110F0000BB16BCD0ECEA5FC1C5F215CE1A895241,631,173268,SE Juniper/Market,yes,39.95212203,-75.16228472,19107
0101000020E61000001D6696139ECA52C01AA9140A62004440,0101000020110F00003736FC6051EB5FC1D20B4F4452905241,632,173269,Se 22nd/Allegheny,no,40.00299192,-75.16589822,19132
0101000020E6100000E79CE4DDAFCA52C0352D00F7D7FF4340,0101000020110F00000272EE986FEB5FC12FB3192FB98F5241,633,173272,Nw 22nd/Cambria,no,39.99877822,-75.16698406,19132
0101000020E610000031E3D3D21BCC52C0AA29061C76074440,0101000020110F0000C66C89D0D9ED5FC18E46242E2C985241,634,173273,Se Mount Pleasant/Germantown,no,40.05829191,-75.18919821,19119
0101000020E6100000BB7E063883C852C011A980F51E034440,0101000020110F00005B622B13BEE75FC14DEB2B855B935241,635,173274,Ne 5th/ Roosevelt Blvd,no,40.02438229,-75.13300896,19120
0101000020E61000000958D8B6F9CA52C01224479A5EF54340,0101000020110F00006118E508EDEB5FC132B1563C1E845241,636,173275,Nw Broad/Oregon,yes,39.91694954,-75.17149135,19145
0101000020E6100000338AE7DFFBCD52C0C90A11BDDD024440,0101000020110F00008054CB3A09F15FC156A3C62F13935241,637,173276,4001 Main St./ Manayunk,no,40.02239192,-75.21849821,19127
0101000020E610000059D2D19CDFCA52C0738FA07952F64340,0101000020110F0000C45ECDB2C0EB5FC12BF4A54C2C855241,638,173277,Nw Broad/Snyder,yes,39.92439194,-75.16989823,19145
0101000020E6100000F026D66E5BC852C0B9C44884AD044440,0101000020110F000018EF997E7AE75FC18B02749715955241,639,173280,Nw 5th/Olney,yes,40.03654531,-75.13058062,19120
0101000020E610000088981981ECCC52C07C930C4C3FFB4340,0101000020110F00000962A4473CEF5FC13793AFFFA08A5241,640,173283,Sw 40th/Lancaster,no,39.96286917,-75.20193508,19104
0101000020E61000009ED83DAA2ECE52C09C5DDB1A29034440,0101000020110F0000648192805FF15FC1895ED9C566935241,641,173284,Ne Roxborough/Main,no,40.02469192,-75.22159821,19127
0101000020E61000005553D8F7F4CA52C0A441E80356F54340,0101000020110F0000135318F9E4EB5FC1867C01BA14845241,642,173285,Se Broad/Oregon,yes,39.91668748,-75.17120167,19145
0101000020E6100000CC28AB6BD7CA52C0BD81E8EB4BF64340,0101000020110F0000968694C8B2EB5FC11504A60A25855241,643,173286,Se Broad/Snyder,yes,39.92419194,-75.16939823,19145
0101000020E6100000577F6A6678CA52C03E550FB7D1F94340,0101000020110F000053DBB06111EB5FC1EAE902F00B895241,644,173287,City Hall/South entrance,yes,39.9517125,-75.16359864,19102
0101000020E61000000CD57C51EFCA52C0085D16E481F54340,0101000020110F000047BA4F60DBEB5FC1BBE1E34F45845241,645,173288,Se Broad/Shunk,no,39.91802646,-75.17085683,19148
0101000020E61000001D2A536FBECB52C0DBA187B4C2FC4340,0101000020110F000042CC3C2F3BED5FC1C39AB6504E8C5241,646,174206,Nw 29th/Girard,yes,39.97469193,-75.18349822,19121
0101000020E61000005F8E19A057CA52C0182D633636FB4340,0101000020110F0000ECFEE4B5D9EA5FC1E6B0ABEE968A5241,647,174207,Nw Broad/Spring Garden,yes,39.96259193,-75.16159823,19130
0101000020E61000003BC2E4CBBCCB52C0218BCE26BCFC4340,0101000020110F00009290CA6638ED5FC14FA2570D478C5241,648,174208,Se 29th/Girard,yes,39.97449193,-75.18339822,19130
0101000020E6100000CEC5CA49DAC352C08173A0688B034440,0101000020110F0000379320C3D3DF5FC1B0456ACDD3935241,649,174209,Se Robbins/Frankford ave,yes,40.02769192,-75.06019826,19135
0101000020E61000004E8D7E91BBC252C035C5788D91044440,0101000020110F00000CDB55BDECDD5FC1DD0E6692F6945241,650,174210,Se Wellington/Frankford ave,yes,40.03569191,-75.04269826,19135
0101000020E6100000740B300AA5C952C08F0CDB5E23014440,0101000020110F0000D1916B5DAAE95FC1A7B3DFA028915241,651,174211,Se Germantown/Erie,yes,40.00889192,-75.15069823,19140
0101000020E610000073DD94C098C352C07FA166D6BF034440,0101000020110F0000E3C8587164DF5FC1E47C1EF40D945241,652,174212,Se Hellerman/Frankford ave,yes,40.02929192,-75.05619826,19135
0101000020E61000000DD33972C7C952C0A32373552A004440,0101000020110F00005669C2CEE4E95FC1EED64B8114905241,653,174213,Se Broad/Alleghney,yes,40.00129192,-75.15279823,19132
0101000020E6100000FBFE9FC619C952C0C8A5F201B6FB4340,0101000020110F00002545A7CFBDE85FC1F63A088B248B5241,654,174214,Se 3rd/Wildley,yes,39.96649193,-75.14219823,19123
0101000020E6100000EF3FAA2597C252C010D8BD9DB7044440,0101000020110F00008180DFDFAEDD5FC1968372CB20955241,655,174215,Ne Cottman/Frankford ave,yes,40.03685352,-75.04047529,19136
0101000020E610000006CB9B5D9EC252C01E67DFD1B5044440,0101000020110F00002085CA22BBDD5FC1F7C552CD1E955241,656,174216,Sw Cottman/Frankford ave,yes,40.0367987,-75.04091587,19135
0101000020E61000000AAF425DAACC52C0B6615D3CB7084440,0101000020110F0000AC7A35EFCBEE5FC1214F998990995241,657,174217,7725 Germantown/Midnight Kitchen Bakery,yes,40.06809191,-75.19789821,19118
0101000020E610000011DA44906EC252C05B19AF16D3044440,0101000020110F00009B3670F069DD5FC1E08C02453F955241,658,174218,Se Bleigh/Frankford ave,yes,40.03769191,-75.03799826,19136
0101000020E6100000C263F8DB7ACB52C0F361169196F74340,0101000020110F000058FC8A66C8EC5FC16832393E93865241,659,174220,1410 Point Breeze Ave,no,39.93428243,-75.17937373,19146
0101000020E6100000C3D17FBCEFC852C08BAC107864FF4340,0101000020110F00007C95196776E85FC136E82D24398F5241,660,174221,Nw 5th/Cambria,no,39.99525357,-75.13963234,19133
0101000020E6100000C180B1A2F1C252C0A871B41F5D044440,0101000020110F0000BB36019448DE5FC121484E6ABC945241,661,174222,Sw Brighton/Frankford ave,no,40.03409191,-75.04599826,19135
0101000020E610000033D560F525CB52C02A197A3283044440,0101000020110F000030B8263038EC5FC1A962E0A5E6945241,662,174223,Mid bk Germantown ave bet Chelten/Armat w/s,no,40.03525382,-75.1741918,19144
0101000020E61000000C53908345C352C03C346ADC22044440,0101000020110F00001EFDD50DD7DE5FC16CB0EEC97B945241,663,174243,Nw Knorr/Frankford ave,no,40.03231387,-75.05111779,19135
0101000020E6100000CDA8C24B2DCB52C0480CCB242AF84340,0101000020110F0000F9B6C5A644EC5FC1F69F10B536875241,664,174244,SE 19th and Washington Ave,no,39.93878612,-75.17463964,19146
0101000020E61000007F4F0049D5C352C04FE4ED4E93034440,0101000020110F000002389343CBDF5FC17FC96B90DC935241,665,174245,Nw Robbins/Frankford ave,no,40.02793299,-75.05989289,19135
0101000020E61000003B55956A8AC252C0BE3961B4C2044440,0101000020110F000082ACFE3F99DD5FC120014E182D955241,666,174246,Nw Aldine/Frankford ave,no,40.03719191,-75.03969826,19136
0101000020E610000036C78C62ABC252C0234B1E77C3044440,0101000020110F0000D69A2040D1DD5FC10A6353F02D955241,667,174247,3526 Cottman Ave,no,40.03721513,-75.04171051,19149
0101000020E6100000DF3A58F621CC52C0E9105A3EA7F64340,0101000020110F0000DBA0EA3DE4ED5FC1119FBB2D8A855241,668,174248,Ne Snyder/Point Breeze,no,39.92697887,-75.18957289,19145
0101000020E610000098B6CEB552CA52C0E3E23F7D39FB4340,0101000020110F0000B1EE8E5CD1EA5FC10BC231909A8A5241,669,174267,Ne Broad/Spring Garden,yes,39.96269193,-75.16129823,19130
0101000020E6100000968C6C4359CE52C034478A741E054440,0101000020110F0000E93C1FDCA7F15FC1C1E7F4DF92955241,670,174268,Ne Ridge/Cinnaminson,yes,40.03999192,-75.2241982,19128
0101000020E6100000DF48AB5132CA52C0BC37866C55FC4340,0101000020110F000033DF86579AEA5FC16F0E7134D58B5241,671,174269,Sw Broad/Girard,no,39.97135693,-75.15932123,19123
0101000020E61000006A2CA19433CA52C02E07424B53FC4340,0101000020110F0000F8951B7C9CEA5FC145F92AD8D28B5241,672,174270,Se Broad/Girard,yes,39.97129193,-75.15939823,19123
0101000020E6100000AFA013366ACF52C0C9957C7526FB4340,0101000020110F00004E3D407D77F35FC12103ED79858A5241,673,174271,Nw 60th/Market,yes,39.96211117,-75.24085762,19139
0101000020E6100000EF786C7239C852C041115F8C7BFE4340,0101000020110F0000401B13C440E75FC15E9603F0368E5241,674,174272,Se Seargent/Kensington,yes,39.9881454,-75.12850628,19125
0101000020E61000005A0C9AB0AFC352C0573B839FA5034440,0101000020110F0000B36890678BDF5FC104DDB8E0F0935241,675,174273,Ne Levick/Frankford ave,yes,40.02849192,-75.05759826,19135
0101000020E61000005A5C70079CC352C03BB1AC48B9034440,0101000020110F000013043B026ADF5FC16BC741AF06945241,676,174275,Ne Passmore/mid block/Frankford ave,yes,40.02909192,-75.05639826,19135
0101000020E610000046B407F43ACC52C09FEFDF6357FA4340,0101000020110F0000FC6E07B10EEE5FC1C2B55F0AA0895241,677,174276,Nw 34th/Market,yes,39.95579194,-75.19109822,19104
0101000020E61000006490CE6BE8CD52C09C5678828D044440,0101000020110F0000D4EF982FE8F05FC1C18E4F16F2945241,678,174277,Ne Ridge/Leverington,yes,40.03556853,-75.21731086,19128
0101000020E61000004136D955DCCE52C06279D9BDBB054440,0101000020110F00001842B07F86F25FC16862285D41965241,679,174278,Se Ridge/Domino Ln.,yes,40.04479192,-75.2321982,19128
0101000020E610000004BC30CA00CE52C060F92152B2044440,0101000020110F0000FE971E9411F15FC16469B2EB1A955241,680,174279,Sw Ridge/Hermitage,yes,40.03669192,-75.21879821,19128
0101000020E61000008EBDD646B6C252C022C4561899044440,0101000020110F00000E1151C0E3DD5FC115D43DF0FE945241,681,174280,Ne Wellington/Frankford ave,yes,40.03592209,-75.04237529,19135
0101000020E61000009F9984CE3ACD52C0FB8C3AA6E0F74340,0101000020110F0000E83CCD48C1EF5FC15287B14CE5865241,682,174281,Ne 32nd/Market,no,39.93654325,-75.20671428,19143
0101000020E610000084D76A38F7C852C085B4C0A4FCFE4340,0101000020110F0000F1C37A1D83E85FC1EA48E20AC68E5241,683,174282,Ne 5th/Lehigh,no,39.99208507,-75.14008913,19133
0101000020E6100000755428AE15C352C04D17A83F2F044440,0101000020110F000034FBC7CD85DE5FC14B32828789945241,684,174283,Se Longshore/Frankford,no,40.03269191,-75.04819826,19135
0101000020E6100000B99E0CB4C2CB52C0B943BFCC36FA4340,0101000020110F00000104576F42ED5FC104748AEE7B895241,685,174284,Sw 30th/Market,no,39.95479736,-75.18375875,19104
0101000020E6100000ADC1E44E7DCE52C06355EAA673054440,0101000020110F0000A559E815E5F15FC13DFE6163F1955241,686,174285,Sw Ridge/Parker,no,40.04259192,-75.2263982,19128
0101000020E6100000F12D8748EBCD52C056B52CAB8F044440,0101000020110F000097B1320CEDF05FC19194677BF4945241,687,174286,Sw Ridge/Leverington,no,40.03563442,-75.21748555,19128
0101000020E6100000BCAB97EF75C852C00CCE4BF010FE4340,0101000020110F0000AA263183A7E75FC1E525BBC3C08D5241,688,174287,Ne Jasper/Kensington,no,39.98489193,-75.13219824,19133
0101000020E61000004EF4E7A824C252C0A7611D490B054440,0101000020110F00009324FF67ECDC5FC19C14039C7D955241,689,174288,Se Sheffield/Frankford ave,no,40.03940691,-75.03348754,19136
0101000020E61000001FD8F2CBBACB52C0D93911A237FA4340,0101000020110F00004082330135ED5FC1298EE3DA7C895241,690,174289,"30th & Market, SW",no,39.95482279,-75.18327616,19104
0101000020E61000008F58F203BFC952C0869123D184F94340,0101000020110F00005F7AB47CD6E95FC149DD5BBEB6885241,691,174290,Se 7th/Chestnut,no,39.94936575,-75.15228366,19106
0101000020E6100000541782B265CF52C0A0747C5625FB4340,0101000020110F000013CC66D26FF35FC1B9E6E83B848A5241,692,174291,Ne 60th/Market,no,39.96207696,-75.24058211,19139
0101000020E6100000B8A547155AC852C0189C3C0759FE4340,0101000020110F0000C177A33378E75FC1F2EF35AC108E5241,693,174292,Nw Haggart/Kensington,no,39.98709193,-75.13049824,19125
0101000020E6100000B4DEF5836CC352C0C75C55ED07044440,0101000020110F0000709D564D19DF5FC14E4AE6E95D945241,694,174293,Se Unruh/Frankford ave,no,40.03149192,-75.05349826,19135
0101000020E6100000FCE5284370CF52C04FB50D21F5FA4340,0101000020110F0000F04186C481F35FC1851FEAD04E8A5241,695,174294,Nw 60th/Chestnut,no,39.96060575,-75.24122695,19139
0101000020E61000005D8B88973CC852C0D061D7CB79FE4340,0101000020110F00003568A21B46E75FC13CAFD2FE348E5241,696,174296,2518 Kensington Ave.,no,39.98809193,-75.12869824,19125
0101000020E6100000B927F2552FCB52C04A32C02F2DF84340,0101000020110F000051CAC11D48EC5FC19ECFE8133A875241,934,1401956,NW 19th / Washington Ave.,yes,39.93887898,-75.17476414,19146
0101000020E6100000D658E13652CA52C08883289EF2F94340,0101000020110F000019AEF584D0EA5FC1D341076430895241,935,1401957,Bet Market/Filbert on 13th,no,39.95271661,-75.16126797,19107
0101000020E61000006F40B9292FC952C017BE6F1060F94340,0101000020110F000076CFA823E2E85FC14027E7068E885241,936,1401958,120 Chestnut st South side,no,39.94824415,-75.1435036,19106
0101000020E6100000B187210CE1C452C0D5AC3A0732054440,0101000020110F0000A6D4C51592E15FC18CB58096A8955241,937,1401959,Se Hellerman/Castor,yes,40.04058924,-75.0762358,19149
0101000020E610000003F7DC0CDACE52C02441A15E4CFE4340,0101000020110F0000EC33089E82F25FC1993B18A4028E5241,938,1401960,Ne 54th/Arlington,no,39.98670562,-75.23205873,19131
0101000020E6100000E895E92BE5CA52C01314EB4CCEF94340,0101000020110F0000B38F1124CAEB5FC168048D2708895241,939,1401961,Se 18th/Chestnut,no,39.95160829,-75.17023752,19103
0101000020E61000004E4021D5CCC452C0F2A19DC85F054440,0101000020110F0000883E83BF6FE15FC1092ECB58DB955241,940,1401962,Nw Magee/Castor,yes,40.04198559,-75.07500199,19149
0101000020E61000001586B89A27C952C0B9268A7F14FA4340,0101000020110F00003EC4DC4CD5E85FC163A17AED55895241,941,1401963,Sw 2nd/Race,yes,39.95375056,-75.14304226,19106
0101000020E61000003EB84A9FC9CF52C0E519DA5335FB4340,0101000020110F000040D4EF8D19F45FC104F8A6F3958A5241,942,1401964,Se 63rd/Market,no,39.96256493,-75.24668104,19139
0101000020E61000003833F6EE0CD052C083A1976BB4FE4340,0101000020110F0000F07CA9E38BF45FC19EC5F9FA758E5241,943,1401965,Ne 63rd/City Line,no,39.98988099,-75.25078939,19066
0101000020E6100000ACEF790298C952C058C85CDAC3004440,0101000020110F0000A1F7603B94E95FC196C7DCB7BE905241,944,1401966,Germantown Ave. and Tioga St,no,40.00597696,-75.14990293,19140
0101000020E6100000CBFFDDE06ACF52C05D0B3CB91EFB4340,0101000020110F000055165B9F78F35FC197D9ACE77C8A5241,945,1401967,Sw 60th/Market,no,39.96187511,-75.24089834,19139
0101000020E6100000AA9F4B3CF5C452C0381203F508054440,0101000020110F0000248D6B60B4E15FC11FDFBD067B955241,946,1401968,Se Levick/Castor,no,40.03933585,-75.07746799,19149
0101000020E6100000D5438FFECFCE52C0B11CDD540BFE4340,0101000020110F00007387518971F25FC17F52A58CBA8D5241,947,1401969,Ne 54th/Morse,yes,39.98472081,-75.23144497,19131
0101000020E61000005E80F7B2B9C452C07B98F2DF83054440,0101000020110F000017627D3F4FE15FC1808FAB6203965241,948,1402156,Se Unruh/Castor,yes,40.043087,-75.07383417,19149
0101000020E61000006DE34D4EC3C452C0145C2B9273054440,0101000020110F00009B02EC905FE15FC189215E4CF1955241,949,1402157,Nw Fanshaw/Castor,no,40.04258945,-75.07442052,19149
0101000020E61000002D94F773CBC452C054F067455F054440,0101000020110F00006551A1676DE15FC1F6F13BC7DA955241,950,1402158,Ne Magee/Castor,no,40.04196994,-75.07491779,19149
0101000020E61000004A314EEFB8C452C08309938189054440,0101000020110F0000CFA623F34DE15FC1B314FDA109965241,951,1402159,Nw Unruh/Castor,no,40.04325885,-75.07378752,19149
0101000020E61000005A506345C1C452C03D7FD19A73054440,0101000020110F00009AD8171C5CE15FC19670F655F1955241,952,1402160,Mid block between Magee/Unruh (99 cent store),no,40.04259048,-75.07429633,19149
0101000020E61000007726F3B7F4C452C0C80627700E054440,0101000020110F000068289E7FB3E15FC15A42471B81955241,953,1402161,Nw Levick/Castor,no,40.03950312,-75.07743644,19149
0101000020E6100000AFE385380DC952C0BB28FCC4F7064440,0101000020110F00007C812D7CA8E85FC18E2754FE9F975241,954,1402162,Nw 66th/Broad/at Dunkin Donuts,no,40.05443632,-75.14143193,19126
0101000020E610000086E50E5362CB52C0D8CE432B42F64340,0101000020110F00009B1DC8B99EEC5FC19473BC3D1A855241,955,1402163,Se 19th/Passyunk,no,39.92389432,-75.17787625,19145
0101000020E6100000F7E41A6FE0C452C0093248E337054440,0101000020110F000022670C0B91E15FC10ACC9316AF955241,956,1402164,Nw Hellerman/Castor,no,40.04076806,-75.07619836,19149
0101000020E6100000BA82A8B47ECB52C0673963DE39F64340,0101000020110F0000097022EFCEEC5FC110D98B0C11855241,957,1402165,Se 20th/Passyunk,yes,39.92364101,-75.1796085,19145
0101000020E6100000897B279FC8CB52C06CA716051DF64340,0101000020110F000083E9E57C4CED5FC11498C819F1845241,958,1402166,Se 23rd/Passyunk,yes,39.92276062,-75.18411998,19145
